,clust,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,0,1,2,3,4,5,6,7,8,9,10,11,No,Yes,No,Yes,No,Yes,No,Yes,Cable,DSL,Fiber Optic,None,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes
4189,1,53,43.39,29,108.25,5935.1,0.0,0,2299.67,8234.77,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4190,2,48,33.68,0,20.15,982.95,0.0,0,1616.6399999999999,2599.59,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4191,2,10,4.42,0,20.0,198.7,0.0,0,44.2,242.89999999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4192,1,12,16.96,18,105.3,1275.65,0.0,0,203.52,1479.17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
4193,0,58,40.16,20,65.25,3791.6,0.0,110,2329.2799999999997,6230.879999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1
4194,2,37,41.99,0,19.8,813.3,0.0,0,1553.63,2366.9300000000003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4195,2,44,4.17,0,19.6,780.25,0.0,0,183.48,963.73,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4196,2,27,17.3,0,20.05,552.9,0.0,0,467.1,1020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4197,0,8,20.9,6,49.4,408.25,0.0,0,167.2,575.45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
4198,1,57,32.37,28,100.6,5611.7,0.0,0,1845.09,7456.79,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
4199,2,12,18.12,0,19.45,246.25,0.0,0,217.44,463.69,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4200,2,62,2.41,0,20.3,1296.15,0.0,0,149.42000000000002,1445.5700000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4201,1,65,27.69,52,107.65,7082.85,0.0,0,1799.8500000000001,8882.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4202,1,71,26.58,27,80.45,5662.25,0.0,0,1887.1799999999998,7549.43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4203,0,21,35.72,30,58.85,1215.45,0.0,0,750.12,1965.5700000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1
4204,1,71,49.32,9,109.6,7854.15,0.0,0,3501.72,11355.869999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
4205,0,7,30.06,10,75.15,525.0,0.0,10,210.42,745.42,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1
4206,1,72,23.02,69,73.0,5265.2,0.0,0,1657.44,6922.639999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1
4207,0,1,1.15,23,70.1,70.1,0.0,0,1.15,71.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
4208,1,72,35.21,10,98.65,7129.45,0.0,0,2535.12,9664.57,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1
4209,1,64,39.37,53,111.45,7266.95,0.0,0,2519.68,9786.63,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4210,1,72,48.37,5,114.9,8496.7,0.0,0,3482.64,11979.34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4211,1,29,10.67,12,100.55,2878.75,0.0,0,309.43,3188.18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
4212,2,13,6.56,0,20.4,261.3,0.0,0,85.28,346.58000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
4213,1,31,45.71,58,104.35,3205.6,0.0,0,1417.01,4622.61,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0
4214,1,14,9.77,21,80.45,1137.05,0.0,0,136.78,1273.83,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
4215,1,72,44.21,22,91.35,6697.2,0.0,0,3183.12,9880.32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4216,2,25,18.87,0,19.9,505.45,0.0,0,471.75,977.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4217,0,18,48.68,48,68.35,1299.8,0.0,0,876.24,2176.04,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1
4218,1,71,28.02,27,79.1,5564.85,0.0,0,1989.42,7554.27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4219,0,2,5.3,11,80.55,188.1,0.0,0,10.6,198.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
4220,0,17,29.87,53,66.7,1077.05,0.0,0,507.79,1584.84,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1
4221,0,56,37.15,13,86.4,4922.4,0.0,0,2080.4,7002.799999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
4222,1,60,0.0,4,50.05,2911.5,0.0,0,0.0,2911.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0
4223,2,33,36.5,0,25.7,826.1,0.0,0,1204.5,2030.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4224,0,1,43.06,9,83.4,83.4,0.0,0,43.06,126.46000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1
4225,0,63,12.96,7,84.65,5377.8,0.0,20,816.48,6214.280000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
4226,1,55,27.0,20,64.75,3617.1,0.0,0,1485.0,5102.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1
4227,1,65,36.62,6,100.15,6643.5,0.0,0,2380.2999999999997,9023.8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1
4228,2,63,4.01,0,25.25,1559.3,0.0,0,252.63,1811.9299999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4229,0,36,0.0,71,40.65,1547.35,0.0,0,0.0,1547.35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0
4230,1,22,48.07,18,94.95,2142.8,0.0,0,1057.54,3200.34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1
4231,2,1,11.96,0,19.8,19.8,0.0,0,11.96,31.76,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4232,1,56,49.36,21,81.8,4534.45,0.0,0,2764.16,7298.61,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4233,2,2,43.27,0,20.0,40.9,0.0,0,86.54,127.44,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
4234,0,35,20.61,16,59.6,2094.9,0.0,0,721.35,2816.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1
4235,2,64,6.81,0,25.0,1584.8,0.0,0,435.84,2020.6399999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4236,0,15,6.22,4,84.35,1302.65,0.0,0,93.3,1395.95,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1
4237,0,1,33.32,48,55.55,55.55,0.0,30,33.32,118.87,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0
4238,1,70,39.53,53,75.35,5437.75,0.0,0,2767.1,8204.85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
4239,1,39,6.77,17,59.3,2209.15,0.0,0,264.03,2473.1800000000003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
4240,1,29,17.87,26,66.1,1912.15,0.0,0,518.23,2430.38,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
4241,2,14,44.55,0,18.8,255.55,0.0,0,623.6999999999999,879.25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4242,1,61,4.51,24,86.45,5175.3,0.0,0,275.11,5450.41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
4243,0,13,19.17,59,52.1,670.65,0.0,0,249.21000000000004,919.86,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
4244,0,66,0.0,29,47.4,3177.25,0.0,0,0.0,3177.25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1
4245,1,59,40.47,4,109.15,6557.75,0.0,0,2387.73,8945.48,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
4246,1,62,15.76,59,94.95,5791.85,0.0,0,977.12,6768.97,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1
4247,1,66,12.48,23,79.5,5196.1,0.0,0,823.6800000000001,6019.780000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4248,1,72,19.6,15,115.05,8405.0,0.0,0,1411.2,9816.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
4249,1,51,18.42,47,95.15,5000.05,0.0,0,939.4200000000001,5939.47,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
4250,1,63,22.73,73,105.4,6713.2,0.0,130,1431.99,8275.19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0
4251,2,27,33.4,0,20.1,562.6,0.0,0,901.8,1464.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4252,2,42,32.02,0,20.7,828.85,0.0,0,1344.8400000000001,2173.69,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4253,2,29,21.19,0,20.35,617.35,0.0,0,614.51,1231.8600000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4254,2,30,24.57,0,19.7,625.05,0.0,0,737.1,1362.15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4255,1,71,22.83,53,85.45,6029.9,0.0,0,1620.9299999999998,7650.83,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
4256,0,46,0.0,26,40.4,1842.7,0.0,80,0.0,1922.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
4257,1,69,44.57,28,105.2,7386.05,0.0,0,3075.33,10461.380000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4258,1,72,41.68,28,100.65,7334.05,0.0,0,3000.96,10335.01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0
4259,1,28,45.24,59,91.0,2626.15,0.0,0,1266.72,3892.87,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
4260,0,7,6.83,17,59.1,369.25,0.0,0,47.81,417.06,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
4261,0,22,31.53,11,49.8,1049.05,0.0,0,693.6600000000001,1742.71,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
4262,2,72,45.75,0,19.3,1414.8,0.0,0,3294.0,4708.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4263,2,8,26.17,0,19.65,169.75,0.0,0,209.36,379.11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4264,1,52,41.34,24,81.4,4354.45,0.0,0,2149.6800000000003,6504.13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1
4265,0,68,0.0,58,38.9,2719.2,0.0,0,0.0,2719.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0
4266,1,71,9.06,30,87.95,6365.35,0.0,0,643.26,7008.610000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
4267,2,2,27.47,0,19.85,51.6,0.0,0,54.94,106.53999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4268,0,35,0.0,21,24.15,812.5,0.0,40,0.0,852.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4269,2,61,42.11,0,19.1,1143.8,0.0,0,2568.71,3712.51,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4270,0,1,13.4,17,44.0,44.0,0.0,0,13.4,57.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
4271,1,53,31.99,59,60.6,3297.0,0.0,0,1695.47,4992.47,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0
4272,2,72,12.58,0,25.65,1887.0,0.0,0,905.76,2792.76,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4273,2,24,35.86,0,20.4,482.8,0.0,0,860.64,1343.44,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4274,0,8,0.0,8,29.35,216.45,0.0,10,0.0,226.45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4275,2,1,42.17,0,20.45,20.45,0.0,0,42.17,62.620000000000005,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
4276,1,54,11.76,52,95.1,5064.85,0.0,0,635.04,5699.89,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1
4277,2,41,41.21,0,25.25,996.45,0.0,0,1689.6100000000001,2686.0600000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
4278,0,19,34.51,22,44.9,839.65,0.0,0,655.6899999999999,1495.34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
4279,1,72,30.0,19,92.65,6733.0,0.0,0,2160.0,8893.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
4280,0,62,0.0,51,43.7,2618.3,0.0,0,0.0,2618.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1
4281,2,32,35.39,0,18.95,613.95,0.0,0,1132.48,1746.43,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4282,2,21,32.89,0,20.5,402.85,0.0,0,690.69,1093.54,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4283,2,62,47.96,0,19.95,1244.8,0.0,0,2973.52,4218.32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4284,0,2,0.0,5,24.5,46.4,0.0,0,0.0,46.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
4285,2,27,8.55,0,20.6,581.85,0.0,0,230.85000000000002,812.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4286,1,25,0.0,9,61.05,1540.2,0.0,0,0.0,1540.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0
4287,1,49,22.52,25,106.65,5168.1,0.0,130,1103.48,6401.58,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1
4288,1,63,5.17,16,108.25,6780.1,0.0,0,325.71,7105.81,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0
4289,2,4,30.79,0,20.4,94.5,0.0,0,123.16,217.66,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4290,0,1,36.69,82,55.3,55.3,0.0,0,36.69,91.99,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
4291,2,11,28.62,0,20.25,208.0,0.0,0,314.82,522.8199999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4292,1,64,25.95,23,104.65,6889.8,0.0,0,1660.8,8550.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4293,1,43,29.98,59,75.2,3254.35,0.0,0,1289.14,4543.49,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
4294,1,61,36.13,23,101.15,6383.9,0.0,0,2203.9300000000003,8587.83,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
4295,0,66,20.52,10,68.75,4447.55,0.0,0,1354.32,5801.87,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0
4296,1,67,46.89,29,111.05,7321.05,0.0,0,3141.63,10462.68,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4297,1,42,1.31,17,99.0,4135.0,0.0,0,55.02,4190.02,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4298,2,31,9.8,0,21.0,697.7,0.0,0,303.8,1001.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4299,2,7,9.19,0,19.4,168.65,0.0,0,64.33,232.98000000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
4300,1,34,5.39,52,77.2,2753.8,0.0,0,183.26,2937.0600000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
